,CityID,City,Humidity,Temp,Latitude,Cloudiness,WindSpeed,MaxTemp,Longitude,LatLong,CountryCode
220,3385980,Tucuma,84,75.9,-0.18,89,8.03,75.9,-50.05,"{'lon': -50.05, 'lat': -0.18}",BR
221,5554072,Juneau,95,34.45,58.3,90,5.1,35.6,-134.42,"{'lon': -134.42, 'lat': 58.3}",US
222,3893629,Coquimbo,90,62.13,-29.95,53,1.41,62.13,-71.34,"{'lon': -71.34, 'lat': -29.95}",CL
223,2191562,Dunedin,66,66.99,-45.87,44,5.01,66.99,170.5,"{'lon': 170.5, 'lat': -45.87}",NZ
224,656083,Jaemsae,92,23.4,61.86,36,4.7,26.01,25.19,"{'lon': 25.19, 'lat': 61.86}",FI
225,3414079,Olafsvik,58,32.54,64.89,100,45.9,32.54,-23.71,"{'lon': -23.71, 'lat': 64.89}",IS
226,88533,Awjilah,67,49.5,29.11,0,6.64,49.5,21.29,"{'lon': 21.29, 'lat': 29.11}",LY
227,4513583,Hamilton,74,30.96,39.18,1,3.18,34.0,-84.53,"{'lon': -84.53, 'lat': 39.18}",US
228,64435,Berbera,68,74.37,10.44,0,3.13,74.37,45.01,"{'lon': 45.01, 'lat': 10.44}",SO
229,3924679,Vilhena,96,71.73,-12.74,100,3.56,71.73,-60.15,"{'lon': -60.15, 'lat': -12.74}",BR
230,2020738,Litovko,90,-0.44,49.24,100,5.01,-0.44,135.17,"{'lon': 135.17, 'lat': 49.24}",RU
231,2360372,Gorom-Gorom,15,73.71,14.44,100,9.6,73.71,-0.24,"{'lon': -0.24, 'lat': 14.44}",BF
232,3372472,Vila Franca do Campo,87,53.6,37.72,75,9.17,53.6,-25.43,"{'lon': -25.43, 'lat': 37.72}",PT
233,3685428,Cumbitara,95,60.19,1.65,52,1.86,60.19,-77.58,"{'lon': -77.58, 'lat': 1.65}",CO
234,2264923,Peniche,100,47.26,39.36,75,3.36,48.2,-9.38,"{'lon': -9.38, 'lat': 39.36}",PT
235,3424607,Tasiilaq,61,17.6,65.61,0,35.57,17.6,-37.64,"{'lon': -37.64, 'lat': 65.61}",GL
236,1736660,Kota Belud,62,87.8,6.35,75,4.7,87.8,116.43,"{'lon': 116.43, 'lat': 6.35}",MY
237,159179,Ilula,88,66.2,-7.68,75,2.98,66.2,36.04,"{'lon': 36.04, 'lat': -7.68}",TZ
238,1529660,Aksu,72,22.89,41.12,20,3.94,22.89,80.26,"{'lon': 80.26, 'lat': 41.12}",CN
239,3184575,Orikum,68,44.37,40.33,0,5.19,44.37,19.47,"{'lon': 19.47, 'lat': 40.33}",AL
240,4004293,Ixtapa,78,74.32,20.7,75,2.24,75.0,-105.2,"{'lon': -105.2, 'lat': 20.7}",MX
241,934479,Grand Gaube,94,79.5,-20.01,75,3.36,80.01,57.66,"{'lon': 57.66, 'lat': -20.01}",MU
242,2132606,Samarai,62,87.85,-10.62,61,3.2,87.85,150.67,"{'lon': 150.67, 'lat': -10.62}",PG
243,3471377,Assai,83,69.8,-23.37,75,5.82,69.8,-50.84,"{'lon': -50.84, 'lat': -23.37}",BR
244,4560349,Philadelphia,92,23.59,39.95,1,1.34,28.4,-75.16,"{'lon': -75.16, 'lat': 39.95}",US
245,6170031,Tuktoyaktuk,83,-14.8,69.45,90,9.17,-14.8,-133.04,"{'lon': -133.04, 'lat': 69.45}",CA
246,2616504,Nexo,100,30.2,55.06,0,3.36,30.2,15.13,"{'lon': 15.13, 'lat': 55.06}",DK
247,6078372,Moose Factory,79,28.4,51.26,90,13.87,28.4,-80.61,"{'lon': -80.61, 'lat': 51.26}",CA
248,3541440,Sagua la Grande,81,50.0,22.81,2,6.93,50.0,-80.08,"{'lon': -80.08, 'lat': 22.81}",CU
249,2322495,Tari,17,67.91,12.41,12,12.3,67.91,4.49,"{'lon': 4.49, 'lat': 12.41}",NG
250,577240,Bereznik,91,21.99,62.86,100,11.54,21.99,42.71,"{'lon': 42.71, 'lat': 62.86}",RU
251,2094027,Kieta,75,84.02,-6.22,2,7.7,84.02,155.63,"{'lon': 155.63, 'lat': -6.22}",PG
252,1636308,Manokwari,75,80.65,-0.87,10,7.14,80.65,134.08,"{'lon': 134.08, 'lat': -0.87}",ID
253,571155,Buinsk,96,21.24,54.95,59,8.19,21.24,48.28,"{'lon': 48.28, 'lat': 54.95}",RU
254,2158767,Mareeba,79,87.62,-17.0,92,10.29,88.0,145.43,"{'lon': 145.43, 'lat': -17}",AU
255,2447513,Arlit,15,64.29,18.74,26,6.98,64.29,7.39,"{'lon': 7.39, 'lat': 18.74}",NE
256,2030065,Mandalgovi,70,6.1,45.76,0,4.63,6.1,106.27,"{'lon': 106.27, 'lat': 45.76}",MN
257,1235846,Matara,71,81.77,5.95,24,12.08,81.77,80.54,"{'lon': 80.54, 'lat': 5.95}",LK
258,553766,Kamenka,95,30.52,51.32,93,8.99,30.99,42.77,"{'lon': 42.77, 'lat': 51.32}",RU
259,3385077,Conde,83,80.6,-7.26,40,4.7,80.6,-34.91,"{'lon': -34.91, 'lat': -7.26}",BR
260,2063036,Port Lincoln,43,66.36,-34.73,41,19.37,66.36,135.87,"{'lon': 135.87, 'lat': -34.73}",AU
261,1255024,Tanda,68,54.25,26.55,0,10.76,54.25,82.65,"{'lon': 82.65, 'lat': 26.55}",IN
262,4704628,Lake Jackson,100,60.62,29.03,90,4.7,63.0,-95.43,"{'lon': -95.43, 'lat': 29.03}",US
263,2417886,Mali,25,72.61,12.08,83,3.09,72.61,-12.3,"{'lon': -12.3, 'lat': 12.08}",GN
264,3421193,Paamiut,70,19.15,61.99,100,7.45,19.15,-49.67,"{'lon': -49.67, 'lat': 61.99}",GL
265,515805,Oktyabrskoye,86,28.4,43.06,40,8.95,28.4,44.74,"{'lon': 44.74, 'lat': 43.06}",RU
266,778707,Mehamn,83,20.14,71.04,100,13.65,20.14,27.85,"{'lon': 27.85, 'lat': 71.04}",NO
267,3356832,Henties Bay,91,64.99,-22.12,0,1.01,64.99,14.28,"{'lon': 14.28, 'lat': -22.12}",NA
268,1276463,Beniganj,73,51.66,27.28,0,11.12,51.66,80.45,"{'lon': 80.45, 'lat': 27.28}",IN
269,3662489,Santa Isabel do Rio Negro,86,77.22,-0.41,82,1.72,77.22,-65.02,"{'lon': -65.02, 'lat': -0.41}",BR
270,2094342,Kavieng,75,83.7,-2.57,0,12.86,83.7,150.8,"{'lon': 150.8, 'lat': -2.57}",PG
271,2014624,Udachny,65,-36.4,66.42,14,1.92,-36.4,112.4,"{'lon': 112.4, 'lat': 66.42}",RU
272,1633419,Padang,64,81.1,-0.95,41,2.06,81.1,100.35,"{'lon': 100.35, 'lat': -0.95}",ID
273,5380437,Pacific Grove,87,51.53,36.62,1,9.55,55.4,-121.92,"{'lon': -121.92, 'lat': 36.62}",US
274,5309842,Prescott,69,40.44,34.54,1,3.56,45.0,-112.47,"{'lon': -112.47, 'lat': 34.54}",US
275,2192362,Christchurch,68,68.47,-43.53,0,18.34,75.0,172.63,"{'lon': 172.63, 'lat': -43.53}",NZ
276,3466704,Castro,99,57.27,-24.79,100,7.61,57.27,-50.01,"{'lon': -50.01, 'lat': -24.79}",BR
277,2034497,Guangming,65,17.01,45.33,0,12.59,17.01,122.78,"{'lon': 122.78, 'lat': 45.33}",CN
278,630769,Ylivieska,90,26.51,64.08,82,5.01,33.01,24.67,"{'lon': 24.67, 'lat': 64.08}",FI
279,3628473,San Cristobal,88,77.0,7.77,40,4.7,77.0,-72.22,"{'lon': -72.22, 'lat': 7.77}",VE
280,1529626,Baijiantan,89,9.99,45.63,100,4.36,9.99,85.18,"{'lon': 85.18, 'lat': 45.63}",CN
281,60019,Eyl,82,78.13,7.98,31,22.53,78.13,49.82,"{'lon': 49.82, 'lat': 7.98}",SO
282,4377664,Blue Springs,100,34.27,39.02,90,10.78,35.6,-94.28,"{'lon': -94.28, 'lat': 39.02}",US
283,3899539,Antofagasta,80,68.83,-23.65,79,1.54,68.83,-70.4,"{'lon': -70.4, 'lat': -23.65}",CL
284,3839307,Rawson,66,68.36,-43.3,82,11.74,68.36,-65.1,"{'lon': -65.1, 'lat': -43.3}",AR
285,3837702,San Fernando del Valle de Catamarca,55,75.92,-28.47,49,5.01,82.0,-65.79,"{'lon': -65.79, 'lat': -28.47}",AR
286,2024848,Drovyanaya,34,3.2,51.58,0,4.47,3.2,113.03,"{'lon': 113.03, 'lat': 51.58}",RU
287,1687894,Santa Rosa,48,86.99,14.31,20,11.41,88.0,121.11,"{'lon': 121.11, 'lat': 14.31}",PH
288,3894406,Coihueco,88,57.15,-36.62,0,0.92,57.15,-71.83,"{'lon': -71.83, 'lat': -36.62}",CL
289,290030,Doha,72,65.28,25.29,56,6.93,66.2,51.53,"{'lon': 51.53, 'lat': 25.29}",QA
290,2163355,Hobart,72,62.56,-42.88,75,9.17,66.0,147.33,"{'lon': 147.33, 'lat': -42.88}",AU
291,2134814,Sola,66,87.8,-13.88,75,5.82,87.8,167.55,"{'lon': 167.55, 'lat': -13.88}",VU
292,3155152,Gravdal,97,33.8,68.12,90,19.46,33.8,13.5,"{'lon': 13.5, 'lat': 68.12}",NO
293,898947,Senanga,89,68.25,-16.12,100,0.31,68.25,23.27,"{'lon': 23.27, 'lat': -16.12}",ZM
294,2319133,Warri,93,75.88,5.52,96,2.57,75.88,5.75,"{'lon': 5.75, 'lat': 5.52}",NG
295,4315067,Ascension,87,48.2,30.22,90,6.33,51.01,-90.9,"{'lon': -90.9, 'lat': 30.22}",US
296,2037485,Erenhot,75,12.83,43.65,16,3.71,12.83,111.98,"{'lon': 111.98, 'lat': 43.65}",CN
297,3382160,Cayenne,94,69.8,4.93,20,4.41,69.8,-52.33,"{'lon': -52.33, 'lat': 4.93}",GF
298,2446796,Bilma,21,59.02,18.69,14,9.22,59.02,12.92,"{'lon': 12.92, 'lat': 18.69}",NE
299,4202810,Jesup,61,44.29,31.61,1,6.93,46.4,-81.89,"{'lon': -81.89, 'lat': 31.61}",US
300,934322,Mahebourg,94,79.34,-20.41,75,3.36,80.01,57.7,"{'lon': 57.7, 'lat': -20.41}",MU
301,286621,Salalah,60,73.4,17.02,75,3.36,73.4,54.09,"{'lon': 54.09, 'lat': 17.02}",OM
302,1282898,Pokhara,45,55.15,28.23,0,1.57,55.15,83.98,"{'lon': 83.98, 'lat': 28.23}",NP
303,314188,Goksun,74,30.2,38.02,0,4.7,30.2,36.5,"{'lon': 36.5, 'lat': 38.02}",TR
304,400666,Rhodes,54,52.16,36.44,20,12.75,55.99,28.22,"{'lon': 28.22, 'lat': 36.44}",GR
305,2126199,Cherskiy,98,-32.98,68.75,100,4.99,-32.98,161.3,"{'lon': 161.3, 'lat': 68.75}",RU
306,779554,Honningsvag,75,25.47,70.98,100,13.87,25.47,25.97,"{'lon': 25.97, 'lat': 70.98}",NO
307,1242110,Kalmunai,81,81.16,7.42,99,17.63,81.16,81.82,"{'lon': 81.82, 'lat': 7.42}",LK
308,2857458,Oldenburg,93,38.05,53.17,75,2.24,41.0,8.2,"{'lon': 8.2, 'lat': 53.17}",DE
309,5282297,Bethel,78,23.47,41.37,1,1.66,28.0,-73.41,"{'lon': -73.41, 'lat': 41.37}",US
310,2738381,Lata,93,46.94,40.16,75,2.24,50.0,-8.33,"{'lon': -8.33, 'lat': 40.16}",PT
311,1507116,Dudinka,84,-2.2,69.41,75,24.61,-2.2,86.18,"{'lon': 86.18, 'lat': 69.41}",RU
312,3448903,Sao Joao da Barra,89,73.13,-21.64,100,6.13,73.13,-41.05,"{'lon': -41.05, 'lat': -21.64}",BR
313,5557293,Sitka,70,40.64,57.05,90,9.17,42.8,-135.33,"{'lon': -135.33, 'lat': 57.05}",US
314,2167426,Emerald,52,89.44,-23.53,40,8.05,91.0,148.17,"{'lon': 148.17, 'lat': -23.53}",AU
315,4031574,Provideniya,70,-5.8,64.38,0,4.97,-5.8,-173.3,"{'lon': -173.3, 'lat': 64.38}",RU
316,877532,Newala,87,72.93,-10.94,98,2.95,72.93,39.28,"{'lon': 39.28, 'lat': -10.94}",TZ
317,343593,Areka,53,68.77,7.07,99,2.51,68.77,37.7,"{'lon': 37.7, 'lat': 7.07}",ET
318,3577430,Road Town,78,78.01,18.42,20,13.87,79.0,-64.62,"{'lon': -64.62, 'lat': 18.42}",VG
319,1498161,Muzhi,97,3.88,65.37,100,3.71,3.88,64.67,"{'lon': 64.67, 'lat': 65.37}",RU
320,544084,Koslan,92,19.51,63.46,100,11.18,19.51,48.9,"{'lon': 48.9, 'lat': 63.46}",RU
321,1811720,Enshi,93,40.57,30.3,100,3.71,40.57,109.48,"{'lon': 109.48, 'lat': 30.3}",CN
322,1274571,Charkhi Dadri,67,48.02,28.6,0,9.37,48.02,76.27,"{'lon': 76.27, 'lat': 28.6}",IN
323,3939168,Huarmey,77,70.88,-10.07,100,3.04,70.88,-78.15,"{'lon': -78.15, 'lat': -10.07}",PE
324,1508943,Borodino,88,8.69,55.91,100,4.74,8.69,94.9,"{'lon': 94.9, 'lat': 55.91}",RU
325,1274989,Candolim,61,78.8,15.52,46,10.29,78.8,73.76,"{'lon': 73.76, 'lat': 15.52}",IN
326,1810637,Ganzhou,95,45.46,28.82,100,4.68,45.46,115.43,"{'lon': 115.43, 'lat': 28.82}",CN
327,5605242,Rexburg,79,27.41,43.83,90,1.41,28.99,-111.79,"{'lon': -111.79, 'lat': 43.83}",US
328,1259385,Port Blair,80,80.47,11.67,86,13.31,80.47,92.75,"{'lon': 92.75, 'lat': 11.67}",IN
329,2015306,Tiksi,86,-28.12,71.69,48,4.07,-28.12,128.87,"{'lon': 128.87, 'lat': 71.69}",RU
330,3041732,Mariehamn,75,32.0,60.1,17,4.7,32.0,19.93,"{'lon': 19.93, 'lat': 60.1}",AX
331,6319315,Fonte Boa,90,75.24,-2.5,76,3.6,75.24,-66.27,"{'lon': -66.27, 'lat': -2.5}",BR
332,3456283,Niteroi,83,75.42,-22.88,40,3.36,77.0,-43.1,"{'lon': -43.1, 'lat': -22.88}",BR
333,1734052,Sandakan,70,84.13,5.84,40,6.93,84.2,118.12,"{'lon': 118.12, 'lat': 5.84}",MY
334,5044290,Saint Anthony,100,32.59,45.02,90,6.93,34.0,-93.22,"{'lon': -93.22, 'lat': 45.02}",US
335,3662927,Pauini,96,74.39,-7.71,100,1.86,74.39,-66.98,"{'lon': -66.98, 'lat': -7.71}",BR
336,135298,Esfarayen,80,30.2,37.08,75,2.24,30.2,57.51,"{'lon': 57.51, 'lat': 37.08}",IR
337,2125906,Dukat,97,-30.87,62.55,100,3.0,-30.87,155.55,"{'lon': 155.55, 'lat': 62.55}",RU
338,1830377,Lumphat,48,82.47,13.49,32,6.73,82.47,106.98,"{'lon': 106.98, 'lat': 13.49}",KH
339,2122090,Pevek,99,-18.35,69.7,100,4.27,-18.35,170.31,"{'lon': 170.31, 'lat': 69.7}",RU
340,1624041,Ternate,56,87.21,0.8,100,6.69,87.21,127.4,"{'lon': 127.4, 'lat': 0.8}",ID
341,5972762,Hay River,92,6.8,60.82,90,11.41,6.8,-115.8,"{'lon': -115.8, 'lat': 60.82}",CA
342,2137773,Vao,74,77.2,-22.67,0,15.43,77.2,167.48,"{'lon': 167.48, 'lat': -22.67}",NC
343,2038087,Chengde,64,26.15,40.97,0,4.27,26.15,117.94,"{'lon': 117.94, 'lat': 40.97}",CN
344,2630299,Hofn,66,38.03,64.25,68,51.81,38.03,-15.21,"{'lon': -15.21, 'lat': 64.25}",IS
345,281133,Gaza,87,45.73,31.5,75,4.7,48.2,34.47,"{'lon': 34.47, 'lat': 31.5}",PS
346,1847947,Shingu,93,62.6,33.73,75,3.36,62.6,135.98,"{'lon': 135.98, 'lat': 33.73}",JP
347,5894642,Bassano,77,23.0,50.78,0,3.0,23.0,-112.47,"{'lon': -112.47, 'lat': 50.78}",CA
348,2448083,Agadez,20,55.49,19.75,0,3.15,55.49,10.25,"{'lon': 10.25, 'lat': 19.75}",NE
349,3373790,Holetown,69,78.8,13.19,75,16.11,78.8,-59.64,"{'lon': -59.64, 'lat': 13.19}",BB
350,4505215,Amberley,57,30.96,39.2,1,3.18,34.0,-84.43,"{'lon': -84.43, 'lat': 39.2}",US
351,3897774,Buin,68,68.23,-33.73,0,8.05,70.0,-70.75,"{'lon': -70.75, 'lat': -33.73}",CL
352,3374210,Sao Filipe,76,70.86,14.9,66,8.68,70.86,-24.5,"{'lon': -24.5, 'lat': 14.9}",CV
353,4134716,Van Buren,93,34.97,35.44,90,9.53,37.4,-94.35,"{'lon': -94.35, 'lat': 35.44}",US
354,3520994,Puerto Escondido,83,78.8,15.85,20,1.79,78.8,-97.07,"{'lon': -97.07, 'lat': 15.85}",MX
355,1485721,Yurgamysh,89,26.94,55.37,100,13.31,26.94,64.47,"{'lon': 64.47, 'lat': 55.37}",RU
356,3407762,Amapa,89,70.25,1.0,40,4.54,70.25,-52.0,"{'lon': -52, 'lat': 1}",BR
357,364933,Umm Kaddadah,34,49.42,13.6,0,14.18,49.42,26.69,"{'lon': 26.69, 'lat': 13.6}",SD
358,3985168,San Patricio,74,80.6,19.22,75,4.7,80.6,-104.7,"{'lon': -104.7, 'lat': 19.22}",MX
359,2087894,Rabaul,78,83.53,-4.2,1,17.45,83.53,152.17,"{'lon': 152.17, 'lat': -4.2}",PG
360,2186280,Nelson,46,82.81,-41.28,28,8.01,86.0,173.28,"{'lon': 173.28, 'lat': -41.28}",NZ
361,2460954,Araouane,20,74.28,18.9,96,7.43,74.28,-3.53,"{'lon': -3.53, 'lat': 18.9}",ML
362,2027933,Aleksandrovskiy Zavod,70,-6.02,50.92,0,10.69,-6.02,117.94,"{'lon': 117.94, 'lat': 50.92}",RU
363,2036776,Huadian,89,26.82,42.96,100,14.05,26.82,126.75,"{'lon': 126.75, 'lat': 42.96}",CN
364,4377925,Boone,86,32.5,39.03,90,11.41,34.0,-92.33,"{'lon': -92.33, 'lat': 39.03}",US
365,6088469,Nipawin,92,8.6,53.37,40,5.82,8.6,-104.0,"{'lon': -104, 'lat': 53.37}",CA
366,3423146,Ilulissat,66,10.4,69.22,100,10.29,10.4,-51.1,"{'lon': -51.1, 'lat': 69.22}",GL
367,2210554,Sirte,83,49.32,31.21,33,6.71,49.32,16.59,"{'lon': 16.59, 'lat': 31.21}",LY
368,3932145,Pisco,83,74.62,-13.7,90,3.36,75.2,-76.22,"{'lon': -76.22, 'lat': -13.7}",PE
369,3696183,Iquitos,94,78.8,-3.75,22,2.55,78.8,-73.25,"{'lon': -73.25, 'lat': -3.75}",PE
370,1498087,Nadym,94,7.9,65.53,100,19.01,7.9,72.52,"{'lon': 72.52, 'lat': 65.53}",RU
371,935214,Saint-Pierre,94,76.37,-21.34,90,4.7,80.6,55.48,"{'lon': 55.48, 'lat': -21.34}",RE
372,6620339,Karratha,72,84.56,-20.74,0,16.62,84.56,116.85,"{'lon': 116.85, 'lat': -20.74}",AU
373,3470137,Belmonte,83,75.2,-15.86,100,6.93,75.2,-38.88,"{'lon': -38.88, 'lat': -15.86}",BR
374,3405616,Boa Viagem,86,75.09,-5.13,100,3.6,75.09,-39.73,"{'lon': -39.73, 'lat': -5.13}",BR
375,5197850,Lewistown,92,19.81,40.6,1,1.59,25.0,-77.57,"{'lon': -77.57, 'lat': 40.6}",US
376,2019867,Mokhsogollokh,98,-15.3,61.47,100,1.05,-15.3,128.92,"{'lon': 128.92, 'lat': 61.47}",RU
377,4036284,Alofi,62,84.2,-19.06,20,12.75,84.2,-169.92,"{'lon': -169.92, 'lat': -19.06}",NU
378,2146219,Hervey Bay,78,82.18,-25.3,40,12.75,82.4,152.85,"{'lon': 152.85, 'lat': -25.3}",AU
379,1337607,Kudahuvadhoo,81,83.43,2.67,95,19.55,83.43,72.89,"{'lon': 72.89, 'lat': 2.67}",MV
380,1712961,Gigmoto,74,79.5,13.78,8,12.53,79.5,124.39,"{'lon': 124.39, 'lat': 13.78}",PH
381,5742974,North Bend,87,52.7,43.41,90,6.93,55.0,-124.22,"{'lon': -124.22, 'lat': 43.41}",US
382,140889,Maragheh,92,21.2,37.39,75,2.24,21.2,46.24,"{'lon': 46.24, 'lat': 37.39}",IR
383,1563281,Tuy Hoa,85,74.21,13.08,66,7.7,74.21,109.3,"{'lon': 109.3, 'lat': 13.08}",VN
384,3456820,Monte Santo,92,71.17,-10.44,100,4.12,71.17,-39.33,"{'lon': -39.33, 'lat': -10.44}",BR
385,1486321,Yar-Sale,93,6.89,66.83,100,14.83,6.89,70.83,"{'lon': 70.83, 'lat': 66.83}",RU
386,296852,Erzin,80,35.1,36.96,0,5.82,39.99,36.2,"{'lon': 36.2, 'lat': 36.96}",TR
387,3828545,San Jose del Guaviare,75,76.71,2.57,100,1.41,76.71,-72.65,"{'lon': -72.65, 'lat': 2.57}",CO
388,159134,Inyonga,95,65.98,-6.72,100,3.62,65.98,32.07,"{'lon': 32.07, 'lat': -6.72}",TZ
389,3646487,Carora,78,69.53,10.18,68,1.28,69.53,-70.08,"{'lon': -70.08, 'lat': 10.18}",VE
390,1786657,Yinchuan,39,29.48,38.47,100,5.7,29.48,106.27,"{'lon': 106.27, 'lat': 38.47}",CN
391,2315417,Inongo,59,73.04,-1.95,100,1.72,73.04,18.27,"{'lon': 18.27, 'lat': -1.95}",CD
392,1522348,Komsomolets,85,24.46,53.75,70,14.58,24.46,62.07,"{'lon': 62.07, 'lat': 53.75}",KZ
393,556268,Ostrovnoy,87,23.4,68.05,100,27.22,23.4,39.51,"{'lon': 39.51, 'lat': 68.05}",RU
394,2022342,Khomutovo,83,-4.0,52.47,0,4.47,-4.0,104.4,"{'lon': 104.4, 'lat': 52.47}",RU
395,3663142,Novo Aripuana,92,75.87,-5.12,85,1.81,75.87,-60.38,"{'lon': -60.38, 'lat': -5.12}",BR
396,1519422,Semey,79,23.0,50.41,40,26.84,23.0,80.23,"{'lon': 80.23, 'lat': 50.41}",KZ
397,2121373,Seymchan,95,-23.19,62.88,98,1.95,-23.19,152.43,"{'lon': 152.43, 'lat': 62.88}",RU
398,6167254,Tofield,92,17.47,53.37,20,5.82,21.2,-112.67,"{'lon': -112.67, 'lat': 53.37}",CA
399,145724,Lucapa,94,67.62,-8.42,100,3.62,67.62,20.74,"{'lon': 20.74, 'lat': -8.42}",AO
400,3620266,Corn Island,77,78.3,12.17,100,22.39,78.3,-83.04,"{'lon': -83.04, 'lat': 12.17}",NI
401,240210,Birao,19,57.72,10.28,47,15.03,57.72,22.79,"{'lon': 22.79, 'lat': 10.28}",CF
402,5546220,Saint George,100,41.5,37.1,1,4.7,46.99,-113.58,"{'lon': -113.58, 'lat': 37.1}",US
403,158514,Kaliua,97,65.91,-5.06,100,3.29,65.91,31.79,"{'lon': 31.79, 'lat': -5.06}",TZ
404,1504382,Kargasok,91,13.86,59.06,100,14.27,13.86,80.86,"{'lon': 80.86, 'lat': 59.06}",RU
405,1045114,Inhambane,65,76.35,-23.86,68,7.09,76.35,35.38,"{'lon': 35.38, 'lat': -23.86}",MZ
406,4231997,Avera,51,38.25,33.19,40,3.36,42.8,-82.53,"{'lon': -82.53, 'lat': 33.19}",US
407,2980080,Saint-Francois,92,28.15,46.42,21,3.36,28.99,3.91,"{'lon': 3.91, 'lat': 46.42}",FR
408,3347019,Mossamedes,75,74.21,-15.2,100,9.78,74.21,12.15,"{'lon': 12.15, 'lat': -15.2}",AO
409,5095779,Bloomfield,92,25.21,40.81,1,2.26,32.0,-74.19,"{'lon': -74.19, 'lat': 40.81}",US
410,2206874,Waipawa,77,69.19,-41.41,0,20.8,75.0,175.52,"{'lon': 175.52, 'lat': -41.41}",NZ
411,4031742,Egvekinot,99,-23.66,66.32,0,0.89,-23.66,-179.17,"{'lon': -179.17, 'lat': 66.32}",RU
412,5273927,Sparta,86,29.55,43.94,90,5.82,30.2,-90.81,"{'lon': -90.81, 'lat': 43.94}",US
413,5364271,Laguna,100,49.51,38.42,1,4.7,53.01,-121.42,"{'lon': -121.42, 'lat': 38.42}",US
414,2033574,Zhangjiakou Shi Xuanhua Qu,52,24.26,40.61,0,6.24,24.26,115.04,"{'lon': 115.04, 'lat': 40.61}",CN
415,777019,Vardo,78,17.6,70.37,40,19.46,17.6,31.11,"{'lon': 31.11, 'lat': 70.37}",NO
416,878141,Madimba,94,77.0,-10.4,75,9.17,77.0,40.33,"{'lon': 40.33, 'lat': -10.4}",TZ
417,1252783,Yarada,78,77.0,17.65,40,3.36,77.0,83.27,"{'lon': 83.27, 'lat': 17.65}",IN
418,1714733,Dingle,71,79.59,11.0,15,12.97,79.59,122.67,"{'lon': 122.67, 'lat': 11}",PH
419,3374333,Praia,77,69.8,14.92,95,12.75,69.8,-23.51,"{'lon': -23.51, 'lat': 14.92}",CV
420,1507636,Chunskiy,91,-8.37,56.08,14,3.06,-8.37,99.63,"{'lon': 99.63, 'lat': 56.08}",RU
421,352733,Mersa Matruh,76,50.0,31.35,40,11.41,50.0,27.25,"{'lon': 27.25, 'lat': 31.35}",EG
422,3416888,Grindavik,80,30.2,63.84,75,42.5,30.2,-22.43,"{'lon': -22.43, 'lat': 63.84}",IS
423,3412888,Stykkisholmur,63,29.53,65.08,100,35.63,29.53,-22.73,"{'lon': -22.73, 'lat': 65.08}",IS
424,3877918,Ovalle,78,60.08,-30.6,11,1.99,60.08,-71.2,"{'lon': -71.2, 'lat': -30.6}",CL
425,2610806,Vagur,91,47.89,61.47,100,32.75,47.89,-6.81,"{'lon': -6.81, 'lat': 61.47}",FO
426,2415702,Siguiri,26,77.85,11.67,100,3.58,77.85,-9.5,"{'lon': -9.5, 'lat': 11.67}",GN
427,4466033,Fayetteville,51,33.06,35.05,1,3.36,37.4,-78.88,"{'lon': -78.88, 'lat': 35.05}",US
428,5850554,Makakilo City,57,75.61,21.35,40,6.93,78.8,-158.09,"{'lon': -158.09, 'lat': 21.35}",US
429,5952370,Fernie,98,33.03,49.5,75,4.7,34.0,-115.07,"{'lon': -115.07, 'lat': 49.5}",CA
430,1852357,Shimoda,93,48.65,34.67,75,6.93,51.8,138.95,"{'lon': 138.95, 'lat': 34.67}",JP
431,64013,Bosaso,73,76.1,11.28,95,9.44,76.1,49.18,"{'lon': 49.18, 'lat': 11.28}",SO
432,6113365,Prince George,100,26.74,53.92,90,3.36,28.0,-122.75,"{'lon': -122.75, 'lat': 53.92}",CA
433,933726,Hukuntsi,39,76.71,-24.0,97,7.18,76.71,21.75,"{'lon': 21.75, 'lat': -24}",BW
434,2386756,Gamboula,27,59.92,4.12,11,1.14,59.92,15.14,"{'lon': 15.14, 'lat': 4.12}",CF
435,286245,Sur,79,65.37,22.57,34,4.03,65.37,59.53,"{'lon': 59.53, 'lat': 22.57}",OM
436,5955902,Fort Nelson,91,-0.4,58.81,20,0.54,-0.4,-122.7,"{'lon': -122.7, 'lat': 58.81}",CA
437,3420846,Qaqortoq,66,15.8,60.72,100,2.24,15.8,-46.03,"{'lon': -46.03, 'lat': 60.72}",GL
438,2173911,Broken Hill,25,84.2,-31.95,100,17.22,84.2,141.43,"{'lon': 141.43, 'lat': -31.95}",AU
439,2055166,Sayansk,92,-6.84,54.11,1,9.48,-6.84,102.16,"{'lon': 102.16, 'lat': 54.11}",RU
440,1651103,Atambua,66,83.55,-9.11,49,6.93,83.55,124.89,"{'lon': 124.89, 'lat': -9.11}",ID
441,3671497,Puerto Colombia,83,78.8,10.99,40,5.82,78.8,-74.95,"{'lon': -74.95, 'lat': 10.99}",CO
442,4255151,Bud,56,32.85,39.45,1,9.17,35.01,-86.18,"{'lon': -86.18, 'lat': 39.45}",US
443,3395981,Maceio,88,78.8,-9.67,100,3.36,78.8,-35.74,"{'lon': -35.74, 'lat': -9.67}",BR
444,608270,Shubarshi,95,31.12,48.59,100,19.53,31.12,57.19,"{'lon': 57.19, 'lat': 48.59}",KZ
